,SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,EnthalpyForm,GibbsEnergy,HeatCapacity,EnthalpyVap,EnthalpyFus,LiquidVisco,CrystalSolub_1,CrystalSolub_2,AmorphSolub_1,AmorphSolub_2,Molecular Weight,Log P,Molecular Refractivity,TPSA,LabuteASA,FractionCSP3,HallKierAlpha,HeavyAtomMolWt,Ipc,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,Num_of_Atoms,Num_Hetero_Atoms,Num_H_Donors,Num_H_Acceptors,Num_Rot_Bonds,Num_Valence_Electrons,Heavy_Atom_Count,NHOHCount,NOCount,RingCount,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumAliphaticCarbocycles,NumAliphaticHeterocycles,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_ArN,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_COO,fr_COO2,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_HOCCN,fr_imidazole,fr_imide,fr_Imine,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_NH0,fr_NH1,fr_NH2,fr_Nhpyrrole,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_SH,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,CN(C)c1ccccc1C,449.62,262.6,655.580768,31.99156446,449.5,63.5,238.46,171.3912567,40.609,15.739,NA,16806.94631,8423.426928,6363.274057,3189.191721,135.21,2.06102,45.506,3.24,80.55067964,0.333333333,-0.98,122.106,28733.26403,594.0772635,4.027467133,1.19652188,2.735518506,1.294297366,23,1,0,1,4,54,10,0,1,1,1,0,0,1,0,0,0,0,0,18.54145188,17.9472136,4.947213595,10.00875981,8.920820393,2.420820393,1.559016994,1.559016994,0.891311896,0.891311896,0.473606798,0.473606798,56.22405851,4.899909731,0,0,0,0,0,0,17.81986123,0,0,4.899909731,0,0,0,0,18.12725612,18.45776232,31.97586708,5.483034225,0,0,0,0,0,17.81986123,0,0,0,6.851892117,18.85156353,29.73312632,0,0,5.687386275,4.899909731,13.9516538,0,6.851892117,23.38331272,24.16967483,0,0,0,5.687386275,0,0,96.77731245,-0.236550926,0,-2.11875,0,-3.846033636,0,-9.825977891,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Clc1ccc(cc1)C(=O)N(C)C,540.92,342.45,762.3423296,32.9536632,504.5,-64.82,97.61,185.1656714,51.74,21.535,NA,3794.569872,1901.789977,10122.70809,5073.372067,183.638,2.0418,49.4695,20.31,90.80055646,0.222222222,-1.02,173.558,23018.7677,579.2890445,3.648111426,2.484576968,3.586407119,1.983383736,22,3,0,1,3,64,12,0,2,1,1,0,0,1,0,0,0,0,0,17.61880215,15.73342636,6.489355305,9.708118551,7.813926775,3.191891248,1.829544998,2.207509471,1.011447082,1.200429318,0.515981694,0.610472812,59.5145029,0,0,0,0,0,0,0,25.30852545,4.794537184,0,4.899909731,4.794537184,0,0,0,11.60093989,24.16967483,32.76228994,5.483034225,0,0,0,5.907179729,0,18.50212275,0,4.899909731,0,0,13.9516538,34.75575964,0,0,17.50811962,0,24.75874326,0,0,24.06557424,24.16967483,5.022633314,0,0,0,0,11.60093989,73.12722779,11.81943783,-0.554752457,-0.966064815,-1.658641975,-3.339721592,0,-6.711844529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,CCCCCCCCCCCCCCC(=O)N(C)C,654.87,363.75,821.3409531,12.85591438,1011.5,-439.26,74.12,412.5580803,62.225,44.406,NA,2.562803198,1.284444245,36.36831289,18.22733413,269.473,5.1658,84.389,20.31,169.6736481,0.941176471,-0.53,234.193,4512239890,1373.214385,7.743074319,2.04753143,13.89140945,13.69896394,54,2,0,1,16,114,19,0,2,0,0,0,0,0,0,0,0,0,0,45.15470054,44.35546189,9.355461886,22.52670901,21.87494454,4.374944538,2.265562761,2.265562761,1.060023228,1.060023228,0.453118067,0.453118067,114.4586591,0,0,0,0,0,0,0,47.97654947,4.794537184,0,4.899909731,4.794537184,0,0,0,76.95406603,6.372924901,68.30112817,0,0,0,5.907179729,0,0,52.77108665,0,4.899909731,0,89.69991583,13.9516538,0,0,0,5.907179729,0,24.75874326,4.794537184,0,137.6764653,0,0,0,0,0,0,0,274.2552084,11.70681767,0,0,-2.907555012,0,-65.00034385,-12.38746053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,CCCCC(=O)N(C)C,426.07,251.05,601.0905688,29.89321248,451.5,-232.86,-10.08,183.7082889,39.965,18.506,NA,131060.7346,65685.967,24990.34117,12524.83996,129.203,1.2648,38.219,20.31,77.92481699,0.857142857,-0.53,114.083,22442.21109,467.5217103,6.274868481,0.936091861,4.358753835,4.005475234,24,2,0,1,6,54,9,0,2,0,0,0,0,0,0,0,0,0,0,20.15470054,19.35546189,4.355461886,10.02670901,9.374944538,1.874944538,1.015562761,1.015562761,0.435023228,0.435023228,0.140618067,0.140618067,50.72941008,0,0,0,0,0,0,0,20.56137834,4.794537184,0,4.899909731,4.794537184,0,0,0,13.22481702,6.372924901,40.88595704,0,0,0,5.907179729,0,0,25.35591553,0,4.899909731,0,25.97066682,13.9516538,0,0,0,5.907179729,0,24.75874326,4.794537184,0,46.53204516,0,0,0,0,0,0,0,107.5485214,11.2376644,0,0,-2.416087963,0,-12.09811886,-11.10531226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,CN(C)C(=O)C(C)(C)C,422.84,253.47,609.2566347,30.52409878,440.5,-241.61,-7.24,183.3818139,38.669,11.092,NA,172731.9189,86571.03261,68550.90053,34356.8362,129.203,1.1207,38.149,20.31,77.92481699,0.857142857,-0.53,114.083,17575.4001,422.4630603,6.964967013,0.936091861,2.376853024,2.492271186,24,2,0,1,2,54,9,0,2,0,0,0,0,0,0,0,0,0,0,20.15470054,19.35546189,4.355461886,10.02670901,9.374944538,1.874944538,1.390562761,1.390562761,0.523888699,0.523888699,0.167705098,0.167705098,50.72941008,0,0,0,0,0,0,0,20.56137834,4.794537184,0,4.899909731,4.794537184,0,0,0,20.55567635,0,39.92802261,0,0,0,5.907179729,0,0,25.35591553,0,4.899909731,5.414990469,20.55567635,13.9516538,0,0,0,5.907179729,0,24.75874326,4.794537184,5.414990469,41.11705469,0,0,0,0,0,0,0,108.0925,11.57138889,0,-4.226388889,-2.539351852,0,0,-19.73148148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,CN(C)c1ccc(N)cc1,499.27,334.59,720.3294999,38.34025055,422.5,137.93,296.49,169.8745235,49.024,18.346,NA,17177.92611,8609.357265,35319.31262,17701.58859,136.198,1.3348,45.1814,29.26,78.23677098,0.25,-1.18,124.102,22264.36505,530.9548175,3.816553139,1.244287221,2.603397895,1.405575872,22,2,1,2,4,54,10,2,2,1,1,0,0,1,0,0,0,0,0,17.61880215,16.89442719,4.894427191,9.708118551,8.288854382,2.394427191,1.532623792,1.532623792,0.822213595,0.822213595,0.411106798,0.411106798,49.49610118,10.61962671,0,0,0,0,0,0,16.53126972,0,0,10.61962671,0,0,0,0,0,24.16967483,33.55097769,5.483034225,0,2.823684157,0,0,0,16.53126972,0,0,0,0,24.57128051,24.16967483,0,0,11.37477255,10.61962671,13.9516538,0,0,13.70758556,24.16967483,2.823684157,0,0,11.37477255,0,0,88.57415391,-0.150041572,0,-1.796393613,0,-3.653240741,0,-6.474477986,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,CN(C)CC=C,323.12,176.82,488.5883945,36.3773407,314.5,46.43,189.84,126.9718215,28.097,10.447,NA,1619886.747,811866.5576,12461.99776,6245.794183,85.15,0.734,28.751,3.24,54.72392563,0.6,-0.3,74.062,1339.397634,290.80393,5.743386567,0.510823969,2.912765957,3.7,17,1,0,1,4,36,6,0,1,0,0,0,0,0,0,0,0,0,0,14.23205081,13.9472136,2.947213595,7.220084679,6.670820393,1.170820393,0.572213595,0.572213595,0.167705098,0.167705098,0.055901699,0.055901699,37.93153392,0,0,0,0,0,0,0,15.07834412,0,0,4.899909731,0,0,0,6.531038962,6.052071746,13.9516538,17.46292813,4.112275669,0,0,0,0,0,15.07834412,0,4.899909731,0,0,20.44851348,12.58311071,0,0,0,0,25.34842322,0,0,15.07834412,12.58311071,0,0,0,0,0,0,77.07032407,-0.473796296,0,0,0,-1.328935185,0,-11.18425926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,CN(C)CC#C,316.56,225.55,490.3529455,41.5161016,295.5,212.9,325.07,124.1408644,28.625,14.702,NA,1838987.076,921676.8453,148421.0643,74386.74262,83.134,0.1812,27.387,3.24,51.60281305,0.6,-0.48,74.062,545.7583343,261.5936167,5.38711679,0.616967893,2.741238938,3.52,15,1,0,1,3,34,6,0,1,0,0,0,0,0,0,0,0,0,0,12.49156383,11.9472136,2.947213595,6.426685576,5.670820393,1.170820393,0.572213595,0.572213595,0.167705098,0.167705098,0.055901699,0.055901699,20.44851348,4.899909731,0,0,6.399401535,5.920434319,0,0,12.33682701,0,0,0,4.899909731,0,0,6.399401535,5.920434319,13.9516538,8.224551337,9.238376797,1.370758556,0,0,0,0,12.33682701,0,4.899909731,0,0,20.44851348,0,0,12.31983585,0,0,25.34842322,0,12.31983585,12.33682701,0,0,0,0,0,0,0,62.266875,-0.310972222,0,0,1.590972222,0,1.415972222,-9.212847222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,CCC(=O)N(C)C,380.31,228.51,557.1839984,37.31664931,339.5,-191.58,-26.92,137.9383306,35.513,13.326,NA,1039349.457,520908.6792,123288.3391,61790.54159,101.149,0.4846,28.985,20.31,59.57505076,0.8,-0.53,90.061,1806.549205,307.7959486,5.650286157,0.713660623,2.61092148,2.201261426,18,2,0,1,4,42,7,0,2,0,0,0,0,0,0,0,0,0,0,15.15470054,14.35546189,3.355461886,7.526709006,6.874944538,1.374944538,0.765562761,0.765562761,0.310023228,0.310023228,0.055901699,0.055901699,37.98356028,0,0,0,0,0,0,0,15.07834412,4.794537184,0,4.899909731,4.794537184,0,0,0,6.851892117,0,35.40292282,0,0,0,5.907179729,0,0,19.8728813,0,4.899909731,0,13.22481702,13.9516538,0,0,0,5.907179729,0,24.75874326,4.794537184,0,28.30316114,0,0,0,0,0,0,0,75.93282407,10.87388889,0,0,-2.122685185,0,-3.601388889,-10.41597222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,CCC(N)N(C)C,398.53,246.84,582.1963075,37.4079997,356.5,-30.49,166.01,158.654928,39.02,13.401,NA,1201351.648,602102.1093,310623.2324,155680.3985,102.181,0.2428,31.9534,29.26,65.08444412,1,-0.08,88.069,6473.716285,349.0313316,6.453684361,0.6111824,2.992538341,2.595675676,21,2,1,2,6,44,7,2,2,0,0,0,0,0,0,0,0,0,0,17.65470054,17.39442719,3.394427191,8.809401077,8.288854382,1.394427191,0.784016994,0.784016994,0.323606798,0.323606798,0.055901699,0.055901699,43.93792478,0,0,0,0,0,0,0,19.27278683,0,0,5.719716976,4.899909731,0,0,0,6.851892117,20.3245787,15.07834412,7.512585808,2.823684157,0,0,0,0,19.27278683,0,4.899909731,5.719716976,19.36664427,13.9516538,0,0,0,0,5.719716976,24.99339078,0,0,29.67391969,0,2.823684157,0,0,0,0,0,100.4858333,-0.750625,0,-0.876875,0,0,-7.665625,-10.94270833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,CN(C)[SiH3],Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,75.187,-1.1716,23.626,3.24,42.22110592,1,0.176883117,66.115,161.5068868,140.2401856,5.022717526,0.284303706,1.491657052,96.36714922,13,2,0,1,3,26,4,0,1,0,0,0,0,0,0,0,0,0,0,11.07735027,10.9472136,2.947213595,5.366025404,5.170820393,1.118033989,0.335410197,0.782623792,0,0,0,0,24.1530453,4.565480891,0,0,0,0,0,0,11.92902706,0,0,4.565480891,0,0,0,0,0,13.9516538,11.92902706,10.2013915,0,0,0,0,0,8.224551337,3.70447572,4.565480891,0,0,13.9516538,0,0,0,10.2013915,0,32.42300191,0,0,8.224551337,0,0,0,0,0,0,0,60.98263889,0,0,0,0,0,0,-6.18904321,-4.599151235,-4.599151235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,CCCCCCCCCCCCCC(=O)N(C)C,631.99,352.48,798.2856796,13.78882606,955.5,-418.62,65.7,389.6731012,59.999,41.816,NA,7.732129276,3.875244482,70.07604862,35.12122095,255.446,4.7757,79.772,20.31,160.498765,0.9375,-0.53,222.182,1345040432,1276.911972,7.660283684,1.936405389,12.91482176,11.94098568,51,2,0,1,15,108,18,0,2,0,0,0,0,0,0,0,0,0,0,42.65470054,41.85546189,8.855461886,21.27670901,20.62494454,4.124944538,2.140562761,2.140562761,0.997523228,0.997523228,0.421868067,0.421868067,108.0857342,0,0,0,0,0,0,0,45.23503235,4.794537184,0,4.899909731,4.794537184,0,0,0,70.58114113,6.372924901,65.55961106,0,0,0,5.907179729,0,0,50.02956954,0,4.899909731,0,83.32699093,13.9516538,0,0,0,5.907179729,0,24.75874326,4.794537184,0,128.5620233,0,0,0,0,0,0,0,257.2632781,11.68790141,0,0,-2.885159179,0,-59.32653685,-12.3228168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,CN(C)C=S,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,89.163,0.5052,27.342,3.24,47.42254268,0.666666667,-0.11,82.107,131.4957736,166.0709598,4.823198861,0.623953611,2.147069409,3.89,12,2,0,1,2,30,5,0,1,0,0,0,0,0,0,0,0,0,0,10.15470054,9.355461886,3.171958467,5.065384141,4.374944538,1.283192829,0.42669729,0.609271475,0.091287093,0.273861279,0,0,19.41912312,4.899909731,0,0,0,0,0,12.21787344,9.595309893,0,0,4.899909731,0,0,0,0,12.21787344,0,22.17620514,6.838227874,0,0,0,0,0,9.595309893,0,4.899909731,0,0,13.9516538,0,0,0,17.68534276,0,24.31903285,0,0,9.595309893,0,0,0,0,0,0,12.21787344,47.38481481,-0.060185185,0,-0.907407407,0,0,0,-5.769675926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,CNC(=S)NC,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,104.178,-0.2899,30.7174,24.06,54.28351714,0.666666667,-0.31,96.114,459.8892957,197.6067314,4.651710113,0.777203428,2.903219616,1.96100271,14,3,2,1,2,36,6,2,2,0,0,0,0,0,0,0,0,0,0,11.73205081,10.80267548,3.619172062,5.976067743,4.992978527,1.506799627,0.506180984,0.871329355,0.191287093,0.373861279,0.025,0.025,19.06409069,10.61962671,0,0,0,0,0,12.21787344,11.04823549,0,0,10.61962671,0,0,0,0,0,12.21787344,22.17620514,0,0,7.936121041,0,0,0,11.04823549,0,10.61962671,0,0,13.9516538,0,0,0,17.33031033,10.61962671,19.06409069,0,0,8.224551337,0,2.823684157,0,0,0,0,12.21787344,54.45574074,0,-1.228101852,0,0,0,0,-5.746759259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
