,SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,EnthalpyForm,GibbsEnergy,HeatCapacity,EnthalpyVap,EnthalpyFus,LiquidVisco,CrystalSolub_1,CrystalSolub_2,AmorphSolub_1,AmorphSolub_2,Molecular Weight,Log P,Molecular Refractivity,TPSA,LabuteASA,FractionCSP3,HallKierAlpha,HeavyAtomMolWt,Ipc,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,Num_of_Atoms,Num_Hetero_Atoms,Num_H_Donors,Num_H_Acceptors,Num_Rot_Bonds,Num_Valence_Electrons,Heavy_Atom_Count,NHOHCount,NOCount,RingCount,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumAliphaticCarbocycles,NumAliphaticHeterocycles,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_ArN,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_COO,fr_COO2,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_HOCCN,fr_imidazole,fr_imide,fr_Imine,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_NH0,fr_NH1,fr_NH2,fr_Nhpyrrole,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_SH,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,OCCN(CCO)CCO,625.86,372.31,782.3912685,43.28254848,446.5,-556.33,-300.04,199.3171306,81.03,26.581,NA,9264878.193,4643438.672,51377348.16,25749670.99,149.19,-1.7347,37.6974,63.93,82.0410648,1,-0.16,134.07,57007.53766,399.6146218,6.778712722,1.352966758,6.953122172,4.693790872,25,4,3,4,9,62,10,3,4,0,0,0,0,0,0,0,0,0,0,20.69867061,19.67195847,4.671958467,10.79800592,9.2579377,2.033192829,0.977006611,0.977006611,0.472340836,0.472340836,0.220783189,0.220783189,44.06744451,0,0,0,0,0,0,15.32642457,20.74270165,0,0,15.32642457,4.899909731,0,0,0,0,0,27.71513039,27.90150707,0,0,4.293598972,0,0,31.77552725,4.293598972,4.899909731,0,0,39.16753478,0,0,0,0,0,63.68746806,0,0,16.44910267,0,0,0,0,0,0,0,109.1302806,-0.95375,10.43827806,0,0,0,0,-23.61480867,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CCC(C)C(SC)=O,459.09,226.71,664.5953404,34.35911321,425.5,-243.16,-98.6,164.1482428,42.125,13.502,NA,51715.82166,25919.30959,5443.959418,2728.442961,132.228,1.9221,37.977,17.07,71.70823973,0.833333333,0.02,120.132,4429.134965,376.8794609,5.989357531,1.0925154,3.955317566,2.358604859,20,2,0,2,5,48,8,0,1,0,0,0,0,0,0,0,0,0,0,16.78445705,15.81649658,4.632993162,8.377827085,7.612372436,2.428869017,0.889519551,1.464434508,0.421821848,0.811341399,0.102062073,0.255155182,49.0317528,0,0,0,0,0,0,0,16.44910267,4.794537184,0,0,4.794537184,0,0,0,25.46566918,12.556849,22.34306036,0,0,5.11527693,0,0,0,21.24363986,0,0,5.893957685,20.07670914,6.183924101,0,0,0,16.87716188,0,11.29920103,4.794537184,5.893957685,36.52581181,0,0,0,0,0,0,11.76188495,85.12045682,11.78608796,-1.876273148,0,-3.731828704,0,-6.763851096,-7.241721466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CCC(C)C(SC)=O,459.09,226.71,664.5953404,34.35911321,425.5,-243.16,-98.6,164.1482428,42.125,13.502,NA,51715.82166,25919.30959,5443.959418,2728.442961,132.228,1.9221,37.977,17.07,71.70823973,0.833333333,0.02,120.132,4429.134965,376.8794609,5.989357531,1.0925154,3.955317566,2.358604859,20,2,0,2,5,48,8,0,1,0,0,0,0,0,0,0,0,0,0,16.78445705,15.81649658,4.632993162,8.377827085,7.612372436,2.428869017,0.889519551,1.464434508,0.421821848,0.811341399,0.102062073,0.255155182,49.0317528,0,0,0,0,0,0,0,16.44910267,4.794537184,0,0,4.794537184,0,0,0,25.46566918,12.556849,22.34306036,0,0,5.11527693,0,0,0,21.24363986,0,0,5.893957685,20.07670914,6.183924101,0,0,0,16.87716188,0,11.29920103,4.794537184,5.893957685,36.52581181,0,0,0,0,0,0,11.76188495,85.12045682,11.78608796,-1.876273148,0,-3.731828704,0,-6.763851096,-7.241721466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Brc1cc(ccc1)N=C(C)Nc1ccccc1,771.15,NA,1037.907396,26.7630923,NA,281.53,NA,NA,68.237,NA,NA,NA,NA,NA,NA,289.176,4.6111,76.9757,24.39,127.853787,0.071428571,-1.61,276.072,1613361.548,1005.257926,2.863940857,3.689444958,5.638977722,3.713469028,30,3,1,1,3,86,17,1,2,2,2,0,0,2,0,0,0,0,0,23.29001055,21.27239166,9.858388203,13.62269134,10.78062302,5.126407697,2.683409428,3.476407697,1.503508113,1.900007247,0.903784612,1.190694081,78.44405282,9.782532869,0,0,0,0,0,20.92234863,17.86094475,0,0,5.309813353,0,4.992404733,0,0,40.09961873,37.06398566,14.27238146,18.02421328,5.835619786,1.411842078,0,0,0,17.86094475,0,0,4.992404733,6.851892117,5.309813353,58.85448788,0,0,33.14033623,5.309813353,5.835619786,0,0,23.30099479,63.84689262,1.411842078,0,0,11.37477255,0,15.9299439,101.1089051,3.680254157,0.03987859,-1.407567305,-1.10457294,-6.403740986,0,-3.154930792,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Clc1cc(ccc1)N=C(C)N(C)c1ccccc1,727.57,NA,980.1863118,21.63331531,NA,232.88,NA,NA,64.02,NA,NA,NA,NA,NA,NA,258.752,4.5263,79.066,15.6,133.6163036,0.133333333,-1.8,243.632,4937348.103,1093.931887,3.067680313,3.609860731,5.694351962,3.111272069,33,3,0,1,4,92,18,0,2,2,2,0,0,2,0,0,0,0,0,25.79001055,23.77239166,9.52832061,14.83401621,12.05701623,4.934980698,2.907016225,3.284980698,1.721213211,1.910195447,0.984686312,1.121435143,90.44251304,4.899909731,0,0,0,0,0,4.992404733,32.16231823,0,0,4.899909731,0,4.992404733,0,0,35.77061472,37.06398566,25.91039783,18.02421328,5.835619786,0,0,0,0,20.56137834,0,0,4.992404733,6.851892117,11.87573663,59.40440168,0,0,28.81133223,4.899909731,12.81144669,0,0,27.41327046,59.3741731,5.022633314,0,0,11.37477255,0,11.60093989,117.5316777,3.569785525,-0.636218004,-1.850015222,-1.350714916,-7.948935648,0,-6.848144015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Clc1cc(ccc1)N(C)C(C)=Nc1ccccc1,727.57,NA,980.1863118,21.63331531,NA,232.88,NA,NA,64.02,NA,NA,NA,NA,NA,NA,258.752,4.5263,79.066,15.6,133.6163036,0.133333333,-1.8,243.632,4937348.103,1093.931887,3.067680313,3.609860731,5.694351962,3.111272069,33,3,0,1,4,92,18,0,2,2,2,0,0,2,0,0,0,0,0,25.79001055,23.77239166,9.52832061,14.83401621,12.05701623,4.934980698,2.907016225,3.284980698,1.721213211,1.910195447,0.984686312,1.121435143,90.44251304,4.899909731,0,0,0,0,0,4.992404733,32.16231823,0,0,4.899909731,0,4.992404733,0,0,35.77061472,37.06398566,25.91039783,18.02421328,5.835619786,0,0,0,0,20.56137834,0,0,4.992404733,6.851892117,11.87573663,59.40440168,0,0,28.81133223,4.899909731,12.81144669,0,0,27.41327046,59.3741731,5.022633314,0,0,11.37477255,0,11.60093989,117.4880129,3.569785525,-0.714860295,-1.850015222,-1.350714916,-7.870293358,0,-6.837341545,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Cc1ccc(cc1)NC(C)=Nc(cc1)ccc1Br,799.01,NA,1060.322153,23.93526373,NA,249.42,NA,NA,71.125,NA,NA,NA,NA,NA,NA,303.203,4.91952,81.7127,24.39,137.0286701,0.133333333,-1.61,288.083,4783013.485,1093.931887,2.895197902,3.700277519,5.825051429,3.704615739,33,3,1,1,4,92,18,1,2,2,2,0,0,2,0,0,0,0,0,25.79001055,23.77239166,10.3583882,14.83401621,12.03062302,5.376407697,2.933409428,3.726407697,1.628508113,2.025007247,0.945155756,1.143405323,84.81697772,9.782532869,0,0,0,0,0,20.92234863,20.60246186,0,0,5.309813353,0,4.992404733,0,0,33.5782328,49.95829648,18.38465713,16.65345472,5.835619786,1.411842078,0,0,0,20.60246186,0,0,4.992404733,13.70378423,5.309813353,58.37552067,0,0,33.14033623,5.309813353,5.835619786,0,6.851892117,31.6059634,57.80447391,1.411842078,0,0,11.37477255,0,15.9299439,117.0669495,3.637273833,-0.05039033,-2.554907087,-1.200873961,-6.605088669,0,-6.261047774,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Cc1ccc(cc1)N(C)C(C)=Nc(cc1)ccc1Br,784.16,NA,1039.577758,21.53304515,NA,242.84,NA,NA,68.958,NA,NA,NA,NA,NA,NA,317.23,4.94382,86.493,15.6,146.355468,0.1875,-1.61,300.094,14621745.79,1183.666359,3.105303522,3.729892919,6.021861899,3.674845977,36,3,0,1,5,98,19,0,2,2,2,0,0,2,0,0,0,0,0,28.29001055,26.27239166,10.8583882,16.04534107,13.30701623,5.600014495,3.157016225,3.950014495,1.846213211,2.242712346,1.026057455,1.224307023,91.79280462,9.372629247,0,0,0,0,0,20.92234863,23.30289545,0,0,4.899909731,0,4.992404733,0,0,33.5782328,49.95829648,29.4727597,16.65345472,5.835619786,0,0,0,0,23.30289545,0,0,4.992404733,13.70378423,11.87573663,58.37552067,0,0,33.14033623,4.899909731,12.81144669,0,6.851892117,35.71823906,57.80447391,0,0,0,11.37477255,0,15.9299439,133.8467597,3.518758503,0,-2.990933164,-1.409207294,-7.551162932,0,-10.11109561,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Brc1ccc(cc1)N=C(C)N(C)c1ccccc1,756.3,NA,1016.80804,23.93526373,NA,274.95,NA,NA,66.07,NA,NA,NA,NA,NA,NA,303.203,4.6354,81.756,15.6,137.1805849,0.133333333,-1.61,288.083,4937348.103,1093.931887,3.067680313,3.700277519,5.825051429,3.201040456,33,3,0,1,4,92,18,0,2,2,2,0,0,2,0,0,0,0,0,25.79001055,23.77239166,10.3583882,14.83401621,12.05701623,5.350014495,2.907016225,3.700014495,1.721213211,2.117712346,0.963557455,1.161807023,85.41987972,9.372629247,0,0,0,0,0,20.92234863,20.56137834,0,0,4.899909731,0,4.992404733,0,0,34.05720002,43.10640436,25.36048403,18.02421328,5.835619786,0,0,0,0,20.56137834,0,0,4.992404733,6.851892117,11.87573663,58.85448788,0,0,33.14033623,4.899909731,12.81144669,0,0,27.41327046,63.84689262,0,0,0,11.37477255,0,15.9299439,117.8457437,3.61374563,0,-1.801681889,-1.329487906,-7.470210274,0,-6.817239465,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Brc1ccc(cc1)N(C)C(C)=Nc1ccccc1,756.3,NA,1016.80804,23.93526373,NA,274.95,NA,NA,66.07,NA,NA,NA,NA,NA,NA,303.203,4.6354,81.756,15.6,137.1805849,0.133333333,-1.61,288.083,4937348.103,1093.931887,3.067680313,3.700277519,5.825051429,3.201040456,33,3,0,1,4,92,18,0,2,2,2,0,0,2,0,0,0,0,0,25.79001055,23.77239166,10.3583882,14.83401621,12.05701623,5.350014495,2.907016225,3.700014495,1.721213211,2.117712346,0.963557455,1.161807023,85.41987972,9.372629247,0,0,0,0,0,20.92234863,20.56137834,0,0,4.899909731,0,4.992404733,0,0,34.05720002,43.10640436,25.36048403,18.02421328,5.835619786,0,0,0,0,20.56137834,0,0,4.992404733,6.851892117,11.87573663,58.85448788,0,0,33.14033623,4.899909731,12.81144669,0,0,27.41327046,63.84689262,0,0,0,11.37477255,0,15.9299439,117.785356,3.61374563,0,-1.801681889,-1.329487906,-7.414240926,0,-6.799098876,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Brc1ccc(cc1)N=C(C)Nc1ccccc1,771.15,NA,1037.907396,26.7630923,NA,281.53,NA,NA,68.237,NA,NA,NA,NA,NA,NA,289.176,4.6111,76.9757,24.39,127.853787,0.071428571,-1.61,276.072,1613361.548,1005.257926,2.863940857,3.689444958,5.638977722,3.713469028,30,3,1,1,3,86,17,1,2,2,2,0,0,2,0,0,0,0,0,23.29001055,21.27239166,9.858388203,13.62269134,10.78062302,5.126407697,2.683409428,3.476407697,1.503508113,1.900007247,0.882655756,1.080905323,78.44405282,9.782532869,0,0,0,0,0,20.92234863,17.86094475,0,0,5.309813353,0,4.992404733,0,0,34.05720002,43.10640436,14.27238146,18.02421328,5.835619786,1.411842078,0,0,0,17.86094475,0,0,4.992404733,6.851892117,5.309813353,58.85448788,0,0,33.14033623,5.309813353,5.835619786,0,0,23.30099479,63.84689262,1.411842078,0,0,11.37477255,0,15.9299439,101.2644348,3.652754157,0.029116473,-1.465570778,-1.121154573,-6.424221045,0,-3.165692909,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Cc1ccc(cc1)NC(C)=Nc1ccccc1,727.87,NA,979.0838937,22.71899062,NA,234.56,NA,NA,64.028,NA,NA,NA,NA,NA,NA,224.307,4.15702,74.0127,24.39,124.566093,0.133333333,-2.09,208.179,4783013.485,1088.535246,2.895197902,2.833206928,5.30238855,3.451369848,33,2,1,1,4,86,17,1,2,2,2,0,0,2,0,0,0,0,0,25.79001055,24.39442719,8.394427191,14.83401621,12.34164079,4.394427191,2.744427191,2.744427191,1.534016994,1.534016994,0.897910197,0.897910197,90.85939643,5.309813353,0,0,0,0,0,4.992404733,21.97322042,0,0,5.309813353,0,4.992404733,0,0,35.77554503,37.87345907,13.91193761,18.02421328,5.835619786,1.411842078,0,0,0,21.97322042,0,0,4.992404733,13.70378423,5.309813353,59.94521986,0,0,17.21039234,5.309813353,5.835619786,0,6.851892117,32.97672195,59.3741731,1.411842078,0,0,11.37477255,0,0,124.1526692,3.574773833,-0.08554658,-2.688309865,-1.246792328,-8.230609977,0,-6.309517634,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CC(Nc1ccccc1)=Nc(cc1)ccc1N(=O)=O,856.83,NA,1129.517477,25.25188758,NA,244.44,NA,NA,78.393,NA,NA,NA,NA,NA,NA,255.277,3.7568,75.9301,67.53,128.6392151,0.071428571,-2.69,242.173,3735348.942,1104.019801,2.892841289,4.161332992,5.769921587,3.636536085,32,5,1,3,4,96,19,1,5,2,2,0,0,2,0,0,0,0,0,24.86736082,22.15813737,9.158137367,14.53337495,11.18039596,4.73318236,2.975143774,2.975143774,1.703394579,1.703394579,0.982598989,0.982598989,89.05475014,5.309813353,0,0,0,0,0,4.992404733,17.86094475,10.11431827,0,5.309813353,10.11431827,4.992404733,0,0,18.12725612,31.02156695,21.88449936,22.94752433,5.835619786,1.411842078,0,5.687386275,0,22.7842558,0,0,4.992404733,6.851892117,5.309813353,64.49608664,0,0,22.89777861,5.309813353,10.75893083,0,10.11431827,23.30099479,59.3741731,1.411842078,0,0,17.06215882,0,0,100.8234011,13.40156415,10.95901602,-2.993410961,-1.272515117,-8.705439076,0,-3.295949468,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
